Depth,Map,Width,Height,PointA,PointB,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,AvgTime,Distance,NodesVisited
6,A,200,200,(13.3333 186.667),(186.667 13.3333),0.007975,0.006982,0.007984,0.00897,0.00898,0.007982,0.007978,0.006982,0.006977,0.008966,0.0079776,782.194,203
6,A,200,200,(13.3333 186.667),(186.667 186.667),0.004988,0.005032,0.004941,0.005034,0.004983,0.004987,0.004948,0.005021,0.004993,0.005973,0.00509,614.314,180
6,A,200,200,(13.3333 13.3333),(186.667 186.667),0.002991,0.003992,0.002972,0.00401,0.002992,0.002984,0.004982,0.002995,0.003987,0.002992,0.0034897,718.16,150
6,A,400,400,(26.6667 26.6667),(373.333 26.6667),0.005981,0.005986,0.005976,0.00599,0.004986,0.00698,0.005988,0.004988,0.005954,0.00601,0.0058839,1203.04,164
6,A,400,400,(26.6667 373.333),(373.333 26.6667),0.007008,0.007,0.006983,0.006975,0.006942,0.007022,0.007939,0.007006,0.006998,0.006984,0.0070857,1572.03,186
6,A,400,400,(26.6667 373.333),(373.333 373.333),0.005001,0.005014,0.003994,0.00399,0.003957,0.004016,0.004987,0.003987,0.004989,0.003994,0.0043929,1228.63,157
6,A,400,400,(26.6667 26.6667),(373.333 373.333),0.00395,0.003992,0.003035,0.002988,0.003987,0.003,0.002984,0.002991,0.00498,0.002999,0.0034906,1436.32,140
6,A,500,500,(33.3333 33.3333),(466.667 33.3333),0.005976,0.004989,0.005989,0.004985,0.005986,0.005977,0.005991,0.004985,0.004985,0.005949,0.0055812,1503.8,168
6,A,500,500,(33.3333 466.667),(466.667 33.3333),0.006018,0.008973,0.00695,0.006981,0.00702,0.006976,0.006987,0.006982,0.00698,0.006986,0.0070853,1965.04,188
6,A,500,500,(33.3333 466.667),(466.667 466.667),0.003996,0.004976,0.004996,0.003987,0.003992,0.00399,0.003988,0.005975,0.003998,0.003993,0.0043891,1535.79,157
6,A,500,500,(33.3333 33.3333),(466.667 466.667),0.003036,0.003976,0.004,0.002997,0.002992,0.003983,0.00299,0.002993,0.002994,0.003978,0.0033939,1795.4,140
6,A,600,600,(40 40),(560 40),0.005981,0.005988,0.004965,0.005996,0.006988,0.004984,0.005984,0.004982,0.006989,0.006946,0.0059803,1804.56,164
6,A,600,600,(40 560),(560 40),0.009014,0.006991,0.006984,0.005979,0.007977,0.006984,0.00698,0.006979,0.005986,0.007976,0.007185,2358.04,186
6,A,600,600,(40 560),(560 560),0.003994,0.004987,0.003985,0.00399,0.003998,0.005977,0.00399,0.004985,0.003989,0.004991,0.0044886,1842.94,157
6,A,600,600,(40 40),(560 560),0.003002,0.002986,0.003991,0.002993,0.003987,0.003967,0.004015,0.003989,0.002993,0.002993,0.0034916,2154.48,140
6,A,1000,1000,(66.6667 66.6667),(933.333 66.6667),0.005985,0.004984,0.005982,0.005984,0.005992,0.004983,0.005988,0.004978,0.006984,0.004991,0.0056851,3007.61,168
6,A,1000,1000,(66.6667 933.333),(933.333 66.6667),0.007026,0.006977,0.005982,0.006986,0.007979,0.006938,0.006981,0.007018,0.006986,0.006976,0.0069849,3930.07,188
6,A,1000,1000,(66.6667 933.333),(933.333 933.333),0.004034,0.003982,0.004989,0.003996,0.003988,0.004977,0.004,0.004984,0.003988,0.003991,0.0042929,3071.57,157
6,A,1000,1000,(66.6667 66.6667),(933.333 933.333),0.004031,0.002991,0.002995,0.002987,0.003991,0.003986,0.003985,0.003002,0.002992,0.003991,0.0034951,3590.8,140
6,A,1500,1500,(100 100),(1400 100),0.005984,0.005983,0.004983,0.005981,0.005994,0.004979,0.005987,0.00499,0.005981,0.005944,0.0056806,4511.41,164
6,A,1500,1500,(100 1400),(1400 100),0.007013,0.005989,0.006982,0.006975,0.005984,0.007975,0.00699,0.005978,0.006984,0.006974,0.0067844,5895.11,186
6,A,1500,1500,(100 1400),(1400 1400),0.004033,0.004995,0.003947,0.005974,0.005013,0.004997,0.00495,0.004034,0.004976,0.003996,0.0046915,4607.36,157
6,A,1500,1500,(100 100),(1400 1400),0.004035,0.002988,0.00299,0.003966,0.003018,0.003989,0.002989,0.002995,0.004945,0.003029,0.0034944,5386.2,140
6,A,3000,3000,(200 200),(2800 200),0.005984,0.004987,0.005985,0.004988,0.004988,0.00499,0.005988,0.005975,0.004945,0.004986,0.0053816,8974.73,166
6,A,3000,3000,(200 2800),(2800 200),0.006984,0.006987,0.006978,0.006978,0.006985,0.006986,0.00698,0.006978,0.006979,0.005945,0.006878,11611.5,190
6,A,3000,3000,(200 2800),(2800 2800),0.004035,0.004982,0.003993,0.003986,0.003987,0.005944,0.004029,0.003988,0.003988,0.003994,0.0042926,9214.72,157
6,A,3000,3000,(200 200),(2800 2800),0.004032,0.00299,0.003988,0.002993,0.003992,0.002988,0.003992,0.003988,0.002991,0.002993,0.0034947,10772.4,140
6,B,100,100,(6.66667 6.66667),(93.3333 6.66667),0.023937,0.022959,0.018968,0.017926,0.016941,0.014006,0.014955,0.013962,0.014961,0.015956,0.0174571,319.485,403
6,B,100,100,(6.66667 93.3333),(93.3333 6.66667),0.017954,0.015957,0.015957,0.015958,0.016954,0.01496,0.016955,0.01496,0.016954,0.014961,0.016157,406.863,463
6,B,100,100,(6.66667 93.3333),(93.3333 93.3333),0.005984,0.005984,0.006981,0.005984,0.005984,0.005984,0.005984,0.006982,0.005984,0.005984,0.0061835,306.247,220
6,B,100,100,(6.66667 6.66667),(93.3333 93.3333),0.005983,0.004987,0.006981,0.004987,0.004986,0.004987,0.005984,0.004987,0.004987,0.005984,0.0054853,362.699,223
6,B,200,200,(13.3333 13.3333),(186.667 13.3333),0.009973,0.009974,0.011968,0.018949,0.011968,0.011968,0.010971,0.01101,0.010932,0.012001,0.0119714,643.497,335
